en,vi
"I turn around , I go , &quot; Hi . &quot;","Tôi quay lại , bước đến &quot; Xin chào &quot;"
Is it excreted in your kidneys ?,Nó có bài tiết qua thận của bạn ?
"There are now two local authorities in this country who have declared themselves transitional local authorities , Leicestershire and Somerset . And in Stroud , the transition group there , in effect , wrote the local government &apos;s food plan .","Hiện giờ có 2 chính quyền địa phương ở Anh đã tuyên bố họ là những chính quyền địa phương đang chuyển tiếp , Leicestershire and Somerset . Và ở Stroud , có 1 nhóm chuyển tiếp chịu ảnh hưởng đã viết ra kế hoạch lương thực cho chính quyền địa phương ."
"And sometimes , of course , our worst fears do come true .","Và đôi khi , đương nhiên , nổi sợ tồi tệ nhất của chúng ta cũng thành sự thật ."
"Happy , away I went .","Hài lòng , cứ thế tôi tiếp tục ."
"The first since this man , Franklin Delano Roosevelt , who began his own unprecedented journey way back at his own first election , way back in a simpler time , way back in 1932 -- the year Alberto Giacometti made &quot; The Palace at Four in the Morning . &quot;","Là lần đầu tiên kể từ người này , Franklin Delano Roosevelt , người đã bắt đầu cuộc hành trình trình chưa từng có của riêng mình ngay từ lần thắng cử đầu tiên của mình , ngay từ thời điểm giản đơn hơn , ngay từ 1932 -- cái năm mà Alberto Giacometti tạo ra &quot; Cung điện lúc Bốn giờ sáng &quot;"
Nadia Al-Sakkaf : See Yemen through my eyes,Nadia Al-Sakkaf : Hãy nhìn Yemen qua đôi mắt của tôi .
"And you talk to the fear and you ask it what it wants , what it needs .","Bạn sẽ nói chuyện với nó và hỏi rằng nó muốn gì , hay cần gì ."
Avoid thermal runaway .,Không để nhiệt độ chạy mất .
"over to the Hague recently , she went to a high-class restaurant , and they ate insects all together .","tới Hague gần đây , bà ấy đi đến một nhà hàng cao cấp , và họ ăn côn trùng với nhau ."
"So our next question then was , how are they doing this ?",Thế nên câu hỏi tiếp theo là làm cách nào chúng làm thế được ?
"My parents were totally stressed out about me going and auditioning and traveling and performing all over the place , but they knew that it was much better for me to do that than be preoccupied with my own mortality all of the time .","Bố mẹ tôi vô cùng căng thẳng khi tôi cứ đi lại , thử vai , và đi lại biểu diễn ở đủ mọi nơi , nhưng họ biết rằng tôi làm vậy thì tốt hơn nhiều so với việc suốt ngày bị ám ảnh vì sự sống chết của tôi ."
But architects love them .,Nhưng các kiến trúc sư yêu chúng .
"You might find a mind that &apos;s very dull and boring , and it &apos;s just , almost mechanical , it just seems it &apos;s as if you &apos;re getting up , going to work , eat , sleep , get up , work .","Bạn có thể sẽ tìm thấy một tâm trí rất tẻ nhạt và chán ngắt , và bạn , gần như là tự động vậy , cảm thấy như thể cần phải đứng dậy , đi làm , ăn , ngủ , thức dậy , làm việc ."
"Now , we can create bad impacts -- we can poison ourselves ; we can poison the Earth -- but that &apos;s just a natural outcome of a mistake we made .","Hiện tại , chúng ta tạo ra những tác động xấu-- chúng ta tự đầu độc chính mình ; chúng ta đầu độc trái đất-- nhưng đó chỉ là hậu quả tự nhiên của lỗi lầm chúng ta tạo ra ."
"Once I had all of this information , I was able to create a super profile , so it was still me , but it was me optimized now for this ecosystem .","Sau khi có được tất cả thông tin này , tôi đã có thể tạo ra một hồ sơ tuyệt vời , nó vẫn phải phản ánh chính tôi , nhưng một tôi đã được tối ưu hoá để phụ hợp với hệ thống sinh thái này ."
"We have the zone with the sugar palms , and then we have this fence with very thorny palms to keep the orangutans -- that we provide with a place to live in the middle -- and the people apart .","Chúng tôi có khu trồng cọ đường , và sau đó chúng tôi có hàng rào cọ gai để giữ khoảng cách giữa đười ươi -- mà chúng tôi cung cấp cho một nơi để sinh sống ở giữa -- và khu vực bên ngoài của người dân ."
"And so I engaged my father after dinner in long , sometimes heated conversations .","Vì thế , tôi dành nhiều thời gian với cha mình sau bữa tối , đôi khi đó là những cuộc trò chuyện sôi nổi ."
"And I was an archeologist , and then I broke things .","Tôi đã từng là một nhà khảo cổ học , và tôi làm vỡ các thứ ."
It could have survived 150 years of whaling .,Nó có thể đã sống sót qua 150 năm nghề đánh bắt cá voi .
"I &apos;m glad that we &apos;ve actually done the process before so we can kind of compare what works , what doesn &apos;t .","Tôi vui rằng chúng tađã thực sự thực hiện quá trình rồi nên có thể so sánh cái gì hiệu quả , cái gì không ."
"And the idea is , from this we can actually teach everything -- well , everything that can be taught in this type of a framework .","Và ý tưởng ở đây là , từ đây chúng tôi có thể dạy tất cả mọi thứ -- vâng , tất cả mọi thứ đều có thể được dạy trong khung hình như thế này ."
"If I just put the microphone down for a bit , I &apos;m going to play a cluster of notes .","Nếu tôi chỉ đơn giản là bỏ micro xuống chốc lát , tôi sẽ chơi một tổ hợp các phím nhạc ."
"Now think about this . It means , within our own biology , we have the yin and yang of morality .","Thử nghĩ xem nhé . Điều này có nghĩa là , bên trong con người sinh học của chúng ta , chúng ta có sự hài hoà âm dương của đạo đức ."
"So often they &apos;re rational and useful , but sometimes they &apos;re irrational , they give the wrong answers , and other times they lead to plainly immoral consequences .","Thường thì chúng có lý và hữu ích , nhưng đôi khi chúng lại vô lý chúng đưa ra các câu trả lời sai và những lúc khác dẫn đến những hậu quả vô đạo đức ."
There was no way we were going to get a sample from that .,Không có cách nào để lấy được mẫu vật từ chúng .
"As you can see , the system is very complex and vast .","Như bạn có thể thấy , toàn bộ hệ thống vô cùng phức tạp và rộng lớn ."
It &apos;s energy that creates extraordinary interviews and extraordinary lives .,Đó là năng lượng làm nên những cuộc phỏng vấn phi thường và những cuộc đời phi thường .
So what about the normal worm ?,Vậy thì về những con sâu bình thường thì sao ?
Because clouds can mean anything you want .,bởi vì mây hiển thị bất cứ hình gì bạn muốn thấy .
And it &apos;s like the traffic that you see .,Điều đó giống như hệ thống giao thông mà bạn thấy .
We &apos;ve had people play games to see who &apos;s more or less likely to cheat to increase their chances of winning a prize .,Chúng tôi cho họ chơi trò chơi để xem ai có xu hướng gian lận nhiều hơn để tăng khả năng thắng cuộc của mình
"We &apos;re getting practical , doable methodologies to answer my question : How do we deal with a bully without becoming a thug ?",Và chúng ta đang tiến tới sử dụng những phương pháp hoà bình hiệu quả để trả lời cho câu hỏi : Làm thế nào để giải quyết bạo lực mà không trở thành kẻ bạo lực ?
"Now , Erick realized that agriculture would be the key to creating jobs in the rural areas of Madagascar , but he also realized that fertilizer was a very expensive input for most farmers in Madagascar .","Erick đã nhận ra rằng nông nghiệp là chìa khoá để tạo việc làm trong các khu vực nông thôn ở Madagascar , anh cũng nhận ra phân bón quá đắt đỏ với hầu hết nông dân ở đây ."
What are you reading ? There are no words there .,Bạn đang đọc cái gì ? Trên đây đâu có chữ nào vậy đâu .
"It divided , and it &apos;s remained divided ever since .","Chúng chia tách , và vẫn chia tách như vậy từ đó ."
"Sure enough , their tools were more complicated than those of Homo erectus , but they too showed very little change over the 300,000 years or so that those species , the Neanderthals , lived in Eurasia .","Chắc chắn , dụng cụ của họ tinh vi hơn là của những người đứng thẳng , nhưng họ cũng cho thấy rất ít thay đổi trong suốt 300,000 năm mà người Neanderthal , sống ở lục địa Á Âu ."
"So we gave them some more tasks to deal with , and what we did here is we turned the world under their feet . And watch its response .","Chúng tôi cho chúng thêm một số công việc để xử lí , điều chúng tôi làm ở đây là xoay chuyển thế giới dưới chân con bọ . Và hãy xem phản ứng của nó ."
"Its videos are intended to show a kinder , gentler face of Islam , for young people to deal with life &apos;s challenges .","Đó là những video có ý muốn cho thấy một bộ mặt tốt hơn , nhẹ nhàng hơn của đạo Hồi , cho giới trẻ để vượt qua những thử thách cuộc sống ."
"I mean , is there something wrong with you ? &quot;","Ý mẹ là , có chuyện gì với con vậy ? &quot;"
"Just interested , did anybody notice anything different as a result of this at all ?","Chỉ là một chút tò mò , đã có ai phát hiện sự khác biệt nào được tạo ra do sự sát nhập đó không ?"
"So , are you ready for the lecture ?","Vậy thì , các bạn đã sẵn sàng cho bài diễn thuyết chưa ?"
"So there &apos;s been plenty of people , plenty of us have been quietly arguing that we should have this independent system for years , but it &apos;s very hard to get people focused on plan B when plan A seems to be working so well .","Vì vậy đã có rất nhiều người , nhiều rất người trong chúng ta đã ngấm ngầm tranh luận rằng chúng ta nên có những hệ thống độc lập cho nhiều năm , nhưng nó rất khó để khiến cho mọi người tập trung vào kế hoạch dự phòng khi mà kế hoạch A có vẻ như vẫn đang hoạt động tốt ."
"But at the same time , when we hear that the housing market is hopeful , we think , &quot; Oh , my house is definitely going to double in price . &quot;","Nhưng đồng thời , khi nghe về thị trường nhà ở đang rất có hy vọng chúng ta nghĩ &quot; Oh nhà của tôi chắc chắn sẽ tăng giá gấp đôi &quot;"
All you have to do is read what you see . Right ?,"Tất cả những gì bạn phải làm là đọc to những gì bạn nhìn thấy , được không ?"
"And yet it is in times like this that I think architecture can thrive with big ideas , ideas that are not small . Think of the great cities .",Và chính trong những thời điểm như thế này tôi tin kiến trúc có thể phát triển với những ý tưởng lớn . Các ý tưởng không hề nhỏ . Nghĩ về các thành phố lớn .
"Yes , photography is awesome .","Vâng , có ."
And all this administrative data can be pulled together and processed to understand human behavior in a way we never could before .,Tất cả các dữ liệu quản lý này có thể được tập hợp và xử lý để tìm hiểu hành vi xã hội theo một cách mà trước đây bất khả thi .
Our economy grew from 2000 to 2007 on the back of consumers massively overborrowing .,Kinh tế từ năm 2000 tới 2007 tăng trưởng dựa trên sự vay mượn khổng lồ của người tiêu dùng .
And I want to share with you my latest art project .,Và tôi muốn chia sẻ với các bạn dự án nghệ thuật mới nhất của tôi .
"Fossil fuels are not available , and solar energy doesn &apos;t cook the way that they like their food prepared .","Nhiên liệu hoá thạch không có , còn năng lượng mặt trời không làm chín thức ăn theo cách họ muốn ."
"And they had the farmers -- there is posters they put in the barn , and they have a DVD .",Và họ đã bắt những người tá điền -- có cả các áp phích mà họ để trong các chuồng gia súc và họ có cả DVD .
"Well , it turns out that the 737 top shareholders have the potential to collectively control 80 percent of the TNCs &apos; value .","Vâng , nó chỉ ra rằng 737 cổ đông hàng đầu có tiềm năng kiểm soát tập thể 80 % giá trị của TNCs ."
"You know , railings have to be higher now , so we put bar seating at the edge , and you can get so close to the water you &apos;re practically on it .","Bạn biết không , ban công giờ buộc phải cao hơn , nên chúng tôi đặt các ghế cao ở rìa , bạn có thể đến gần mặt nước đến mức bạn thật sự ở trên nó ."
This is the basis . The imitation of complex skills is what we call culture and is the basis of civilization .,Đây là cái căn bản . Việc bắt chước các kĩ năng phức tạp là cái mà ta gọi là văn hoá và cội nguồn của văn minh nhân loại .
"Now this is God &apos;s work , but it &apos;s not my work .","Bây giờ đây là việc của Chúa , nhưng không phải việc của tôi ."
And I &apos;ve played everything from a vengeful ghost in the time of slavery to Secretary of State in 2004 .,Tôi đảm nhận mọi vai diễn từ một hồn ma chất chứa thù hận trong chế độ chiếm hữu nô lệ đến một vị bộ trưởng ngoại giao năm 2004 .
I produced in Dubai a show for Ahmed Ahmed to showcase his new Axis special to a packed room .,Tôi đã cho sản xuất ở Dubai một show diễn cho Ahmed Ahmed để giới thiệu phần Axis đặc biệt của anh với một khán phòng chật kín người .
And it also enhances nuclear weapons proliferation .,Và nó cũng làm gia tăng vũ khí hạt nhân .
"John Muir , in 1879 , went up just the lower third of the Stikine , and he was so enraptured he called it a Yosemite 150 miles long .","John Muir , vào năm 1879 , đã tới nhánh thứ ba phía dưới của sông Stikine , và ông quá mê thích đễn nỗi anh ây gọi nó là Yosemite 150 dặm ."
What he did was to get wild birds to make his art for him .,Và điều anh làm là khiến cho những con chim làm nghệ thuật cho anh .
It &apos;s almost like you can see them learning over those last 10 problems .,Bạn có cảm giác như thể bạn có thể thấy chúng nỗ lực giải quyết 10 câu cuối cùng .
"So when you look at something , like this image of this baby &apos;s face , it goes into your eye and it lands on your retina , on the front-end cells here , the photoreceptors .","Khi bạn nhìn vào cái gì đó , như hình ảnh gương mặt em bé này , nó đi vào trong mắt bạn và tới võng mạc , vào các tế bào ở phần phía trước , tế bào cảm thụ ánh sáng ."
"Terrifying , because we have stronger opinions about our hand-held devices than about the moral framework we should use to guide our decisions .","Tồi tệ , bởi vì chúng ta có những ý kiến mạnh hơn về những thiết bị cầm tay của chúng ta hơn về những khuôn khổ đạo đức mà chúng ta nên dùng dể đưa ra những quyết định ."
Just stop drawing in my class . &quot;,Chỉ đừng vẽ trong lớp của tôi &quot;
So this is the big idea .,Vậy đây là ý tưởng lớn .
Some of these are swollen lymph nodes that look a little larger than others .,Một trong số này là hạch bạch huyết sưng có vẻ lớn hơn những cái khác một chút .
That &apos;s the essence of the Abraham path .,Đó chính là bản chất của con đường Abraham .
"A long time passed by , and I simply couldn &apos;t figure out the beginning or the middle or the end of my story .","Suy nghĩ một lúc lâu , tôi vẫn không thể tìm ra khởi đầu , thân đoạn và kết thúc của câu chuyện ."
CP : I actually moved out recently .,CP : Thực ra tôi mới chuyển ra sống riêng .
"These kinds of experiments , they filter into architectural models .",Các thí nghiệm này chuyển thành các mô hình kiến trúc .
"They must have done better , in terms of economic growth .","Nó phải làm tốt hơn , nhất là về sự phát triển kinh tế ."
But we have a very pessimistic approach about the cities .,Nhưng chúng ta có một cách tiếp cận rất bi quan về các thành phố .
"And that player &apos;s been told , remember the experience of that force and use your other finger to apply the same force down to the other subject &apos;s finger through a force transfuser -- and they do that .",Và người chơi được dặn trước rằng hãy ghi nhớ lực tác động đó và sử dụng ngón tay kia tạo ra cùng một lực tác động xuống ngón tay của người kia thông qua bộ phận truyền lực -- và họ sẽ làm như vậy .
"Or are they pursuing communal interest , which requires them to lose themselves and become simply a part of a whole ?","Hay đang theo đuổi mục đích của tập thế , thứ mà sẽ đòi hỏi ở họ sự quên mình và trở thành của một phần của tập thể ?"
"And I really dedicated myself to that , both at the U.N. and then as Secretary of State .","Và tôi đã thực sự cống hiến bản thân mình cho điều này , cả khi làm việc ở Liên Hợp Quốc và sau đó trên cương vị Ngoại trưởng ."
And now we get to the crux of the disagreement between liberals and conservatives .,Giờ chúng ta sẽ xem xét tới then chốt của sự khác biệt giữa phái tự do và bảo thủ .
"And in the three months that this project has been public , it &apos;s been downloaded over half a million times .","Và chỉ sau 3 tháng kể từ khi dự án được công bố , nó đã được tải xuống hơn nửa triệu lần ."
"Built at the end of the Victorian Era by the inmates themselves , it is where England &apos;s most dangerous prisoners are kept .","Được xây dựng vào cuối thời Victoria bởi chính những tù nhân , đây là nơi giam giữ những tù nhân nguy hiểm nhất nước Anh ."
"From age 15 to 18 , I hated myself for becoming the thing that I loathed : a bully .","Từ lúc 15 đến 18 tuổi , tôi ghét bản thân mình vì đã trở thành người mà tôi không hề muốn : một kẻ bắt nạt"
"Today I &apos;m going to unpack for you three examples of iconic design , and it makes perfect sense that I should be the one to do it because I have a Bachelor &apos;s degree in Literature .","Hôm nay tôi sẽ giải mã cho các bạn 3 ví dụ về những mẫu thiết kế mang tính biểu trưng , và điều này hoàn toàn hợp lí khi tôi là người giải thích cho các bạn vì tôi có bằng Cử nhân về Văn học ."
"And when we change our behavior in our daily lives , we sometimes leave out the citizenship part and the democracy part . In order to be optimistic about this , we have to become incredibly active as citizens in our democracy .","Và khi chúng ta thay đổi lối xử sự của mình trong cuộc sống hàng ngày , chúng ta đôi khi bỏ quên phần về công dân và dân chủ . Để có thể lạc quan về điều này , ta phải thực sự là những công dân năng nổ trong nền dân chủ của chúng ta ."
But how do you do that ?,Nhưng thực hiện điều đó như thế nào ?
And this is what they ended up coming with .,Và đây là kết quả họ đạt được .
"We need to improve the necessary skills , and we need the courage to use them .","Nhưng chúng ta cần phải cải thiện các kỹ năng cần thiết , và chúng ta cần can đảm để sử dụng chúng ."
"We then take the cells , the vascular cells , blood vessel cells , we perfuse the vascular tree with the patient &apos;s own cells .","sau đó chúng tôi lấy các tế bào , các tế bào mạch mạch máu , chúng tôi rắc lên cây mạch các tế bào của riêng bệnh nhân"
I then did social science .,"Sau đó , tôi trở thành một nhà khoa học xã hội"
"Obviously , you can experience the fantasy of magic and control the world with your mind .","Hiển nhiên , bạn có thể trải nghiệm phép thuật kỳ ảo và điều khiển thế giới bằng ý nghĩ ."
They got a magnificent health system that beat both the U.S. and Sweden .,Họ xây dựng hệ thống chăm sóc sức khoẻ hoành tráng đánh bại cả Mỹ và Thuỵ Điển .
What time of life had they started school ?,Vào khoảng thời gian nào thì chúng bắt đầu đi học ?
"But some people refer to me more of -- as , like , an Internet guru or -- swami .",Nhưng một số người lại coi tôi như một -- kiểu như một nhà bác học của Internet hoặc là -- một người thầy đạo .
This computer simulation is due to a relativity group at NASA Goddard .,Mô hình máy tính này dựa vào một nhóm nghiên cứu tại trụ sở NASA tại Goddard .
"And so it &apos;s giving people more choices , but it &apos;s not taking away choices .",Và nó cho mọi người có thêm lựa chọn . Mà không lấy đi cơ hội .
Their name in your inbox -- it &apos;s all you wanted anyway .,Tên của họ trong hộp thư đến của bạn Thì đó thật ra cũng là cái duy nhất bạn muốn .
"One in four sub-Saharan Africans is Nigerian , and it has 140 million dynamic people -- chaotic people -- but very interesting people . You &apos;ll never be bored .","Một trong bốn người châu Phi bán Sahara là người Nigeria , và nó có 140 triệu người -- hỗn độn -- những là những người rất thú vị . Bạn sẽ không bao giờ biết chán ."
It certainly is .,Chúng ta có thể làm điều đó .
What you &apos;re seeing here is a water filtration system .,Cái các bạn đang nhìn đây là hệ thống lọc nước .
"On an average adjusted day , a solar cell -- because the sun &apos;s moving across the sky , the solar cell is going down with a sine wave function of performance at the off-axis angles .","Vào 1 ngày điều chỉnh trung bình , 1 pin mặt trời-- vì mặt trời di chuyển khắp bầu trời Hoạt động chức năng của pin giảm theo đồ thị hình sin tại các góc ngoài trục ."
"We can integrate over the surface , and the notation usually is a capital sigma .",Chúng ta có thể lấy tích phân của bề mặt và ký hiệu thông thường là sigma viết hoa .
"Right ? We normally walk through life responding , but if we ever want to do anything different , we have to step into uncertainty . When he opened his eyes , he was able to see the world in a new way .","Đúng không ? Chúng ta thường trải qua những phản xạ đời thường nhưng nếu chúng ta có lúc nào đó muốn làm điều gì đó khác biệt , chúng ta phải bước vào sự không chắc chắn . Khi ông ấy mở mắt ra , ông ấy đã có thể thấy thế giới khác đi ."
"In a few months , the world is also going to celebrate the launch of a new invention from Microsoft Research , which I think is going to have as profound an impact on the way we view the universe as Galileo did four centuries ago .","Trong một vài tháng tới , thế giới cũng sẽ kỷ niệm buổi ra mắt một phát minh mới của Trung tâm nghiên cứu Microsoft , nó sẽ gây ra một tác động sâu sắc đến cách chúng ta nhìn vũ trụ không kém việc Galieo đã làm cách đây 4 thế kỷ ."
"This is a map of the relationships between people in my hometown of Baltimore , Maryland , and what you can see here is that each dot represents a person , each line represents a relationship between those people , and each color represents a community within the network .","Đây là bản đồ về mối quan hệ người dân tại thành phố quê hương tôi , Baltimore , Maryland , và ở đây , bạn thấy mỗi chấm tượng trưng cho một người , mỗi đường thẳng tượng trưng cho một mối quan hệ giữa người với người , và mỗi màu tượng trưng cho một cộng đồng trong hệ thống ."
I &apos;m going to be an elephant handler . &quot;,Tôi sẽ trở thành một người quản voi . &quot;
"Wow , you guys are great .","Wow , các bạn thật tuyệt ."
"The majority of it is in the higher altitudes , above 300 feet , where we don &apos;t have a technology as yet to get there .","Phần lớn năng lượng này nằm ở độ cao hơn 300 bộ , nơi mà chúng ta chưa có kỹ thuật khoa học để vươn đến độ cao đó ."
"And if you think about this man , 46 years later , still sticking to this non-violent response to a severe political and human rights issue .",Và nếu bạn nghĩ đến người đàn ông này 46 năm sau vẫn giữ nguyên cách ứng phó ôn hoà đối với vấn đề nhân quyền và chính trị nghiêm trọng này .
Nothing can be done .,Chúng tôi không thể làm được gì nữa .
Hundreds of remixes came back -- lots of different attempts .,Và hàng trăm bản hoà âm đã gửi lại -- từ những sự nỗ lực khác nhau .
"But there is also this part of the country , kind of in the middle region here .","Nhưng mà cũng còn phần này của đất nước , vùng ở giữa này ."
"Look , the homes are full of machines .","Hãy nhìn này , những ngôi nhà đầy những máy móc ;"
Deaths actually peaked at a bit over five million in the 1930s .,Số ca tử vong thực sự đạt đến đỉnh điểm với hơn 5 triệu người chết vào những năm 1930 .
"People could now hear music all the time , even though it wasn &apos;t necessary for them to play an instrument , read music or even go to concerts .","Người ta bây giờ có thể nghe âm nhạc mọi lúc , thậm chí họ không cần thiết phải biết chơi một nhạc cụ , đọc nốt nhạc hay thậm chi đến xem các buổi hoà nhạc ."
And it &apos;s then I realized that simple acts like selling a bar of soap can save more lives than pharmaceutical companies .,"Và rồi , tôi nhận ra rằng nó là những hành động đơn giản như bán một thanh xà phòng lại có thể cứu được nhiều mạng sống hơn những công ty dược phẩm"
You &apos;ve heard of DNA ; you probably studied a little bit in biology .,Bạn đã nghe nói về DNA ; thậm chí có thể đã nghiên cứu một chút về sinh học .
"If you &apos;ve been in the American West , you know the Creosote bush is pretty ubiquitous , but that being said , you see that this has this unique , circular form .","Nếu bạn đã từng ở miền tây Hoa Kỳ , thì thấy là bụi cây này ở đâu cũng có , nhưng bạn thấy nó có dạng tròn đặc trưng ."
"If I should have a daughter , instead of &quot; Mom , &quot; she &apos;s gonna call me &quot; Point B , &quot; because that way she knows that no matter what happens , at least she can always find her way to me .","Nếu tôi có một cô con gái thay vì Mẹ , con tôi sẽ gọi tôi là Điểm B , vì như vậy thì con sẽ biết rằng dù bất kỳ chuyện gì xảy ra , ít nhất con cũng sẽ tìm được đường đến tôi ."
Because I could go on for about two hours with evidence of people &apos;s inability to estimate odds and inability to estimate value .,Vì tôi có thể tiếp tục khoảng 2 tiếng với bằng chứng về việc thiếu khả năng ước lượng cơ hội và tính toán giá trị của mọi người .
"And sure enough , the four year-olds used the evidence to wave the object on top of the detector .","Và như chắc chắn , những đứa trẻ đó vận dụng bằng chứng ấy để đặt vật lên trên chiếc máy dò ."
"Now we have a way of actually testing to see whether a dinosaur , or any animal , is a young one or an older one .","Giờ chúng ta có một cách để kiểm tra thực chất xem một con khủng long , hay bất cứ loài động vật nào , là một con bé hay một con đã lớn ."
Patent trolls have done more damage to the United States economy than any domestic or foreign terrorist organization in history every year .,Bọn sáng chế ma đã gây nhiều thiệt hại cho nền kinh tế Hoa Kỳ hơn bất kỳ tổ chức khủng bố trong và ngoài nước trong lịch sử hàng năm .
"But in the last year , Paul Crutzen published this essay saying roughly what &apos;s all been said before : that maybe , given our very slow rate of progress in solving this problem and the uncertain impacts , we should think about things like this .","Nhưng nắm ngoái , Paul Crutzen công bố bài luận này đề cập xung quanh những gì đã được nói tới trước đó : rằng có thể đưa ra tỷ lệ rất chậm của tiến bộ trong việc giả quyết vấn đề của chúng ta , và những tác động không cụ thể , chúng ta nên nghĩ mọi thứ theo cách như vậy ."
"But in 2007 , at the height of the sub-prime and all the complicated financial structures , it was quite opposite to the reckless risk-taking behaviors that we saw on the market .","Nhưng trong năm 2007 , vào đỉnh điểm của những cấu trúc tài chính dưới chuẩn và phức tạp , nó hoàn toàn ngược lại đối với những hành vi mạo hiểm liều lỉnh mà chúng tôi thấy trên thị trường ."
"And what that means is that every time you discuss the future , or any kind of a future event , grammatically you &apos;re forced to cleave that from the present and treat it as if it &apos;s something viscerally different .","Điều đó có nghĩa là mỗi khi bạn nói về tương lai , hoặc bất kì một sự kiện tương lai nào , về mặt ngữ pháp bạn bị buộc phải tách điều đó ra khỏi hiện tại và đối xử nó như thể nó là một điều gì đó khác biệt theo bản năng ."
"Even when the Japanese bombed Pearl Harbor , at least they shot back .","Kể cả khi người Nhật đánh bom Trân Châu cảng , ít nhất họ bắn trả ."
"They found it much more motivational , much more exciting than traditional education .","Chúng thấy rằng nó tạo ra nhiều động lực hơn , và hào hứng hơn so với giá dục truyền thống ."
And there was a campaign in Australia that involved television and Internet and radio commercials to lift the sense of urgency for the people there .,"Và cũng có một chiến dịch ở Australia liên quan đến các quảng cáo trên TV , Internet và đài phát thanh nhằm tăng hiểu biết về tính cấp bách cho người dân ."
"I love a phrase that was offered me by two young women who are interfaith innovators in Los Angeles , Aziza Hasan and Malka Fenyvesi .","Tôi thích câu nói mà tôi nhận được từ hai người phụ nữ những người đổi mới tín ngưỡng ở Los Angeles , Aziza Hasan và Malka Fenyvesi ."
"Then one day , an elder gave me a story and this story went like this : long time ago , there was a big war between tribes .","Rồi một ngày , một người lớn tuổi kể cho tôi nghe một câu chuyện , nó như thế này : Ngày xưa , có một cuộc chiến lớn xảy ra giữa các bộ lạc ."
"So our imagery is 3D , it &apos;s chemical , it &apos;s biological , and this tells us not only the species that are living in the canopy , but it tells us a lot of information about the rest of the species that occupy the rainforest .","Vậy nên hình ảnh 3D của chúng tôi , nó thuộc về hoá học , thuộc về sinh học và nói lên không chỉ những sinh vật đang sống trên Trái Đất này , nhưng nó nói lên rất nhiều thông tin về những sinh vật còn lại đang sống trong các rừng nhiệt đới ."
"I couldn &apos;t develop the attributes in my toes , the strength in my feet , to do that .","Tôi không giữ được tư thế đó trên đầu ngón chân , dùng lực đôi chân , để làm được thế ."
"Now the families , they want information .","Những gia đình này , họ muốn có thông tin ."
"They use no chainsaws or anything ; it &apos;s entirely just blades , and an incredibly efficient process .","Họ không dùng cưa hay gì cả , chỉ có các lưỡi dao thôi , phương pháp này hiệu quả đến không ngờ ."
The first C is cognitive training .,Chữ C đầu tiên là cuộc huấn luyện nhận thức .
&quot; The hour from night to day .,&quot; Đêm hầu qua
"But I also know why it &apos;s exquisite to me , because it &apos;s a palimpsest of things .","Nhưng tôi hiểu được vì sao nó lại làm cho tôi mê mẩn đến thế , vì nó giống như là tấm palimxet của đồ vật ."
This is a project called Flight Patterns .,đây là một dự án gọi là Mẫu Hình Chuyến Bay
This is what really excites us .,Đó là điều mà thật sự làm ta hưng phấn .
"So , I wanted to show you something .",Nên tôi muốn cho các bạn xem một thứ .
But they &apos;d heard some frightening rumors .,Nhưng họ đã nghe vài tin đồn đáng sợ .
I knew Craig and respected him .,Tôi quen biết Craig và tôn trọng anh ấy .
"And if we change where we make the folds , if we change the folding ratio , then this cube turns into this one .","Nếu chúng ta thay đổi nơi chúng ta tạo nếp , nếu chúng ta thay đổi tỉ lệ khi gấp , thì khối lập phương sẽ thành cái này"
"Well , let &apos;s take a look at the next slide .",Chúng ta hãy xem slide tiếp theo .
"He was kind of a little bit nervous when he was sharing it with me , but he told me that when a penguin finds a mate that they want to spend the rest of their life with , they present them with a pebble -- the perfect pebble .","Anh ấy có vẻ hơi hồi hộp khi cố gắng chia sẻ với tôi , nhưng anh nói với tôi rằng khi một chú chim cánh cụt tìm thấy nửa kia mà chú muốn sống chung suốt đời , chúng sẽ dành cho nửa kia một viên sỏi - một viên sỏi hoàn hảo ."
"And I have a pretty good news for you . I have a good news that the present , new Head of U.N. Statistics , he doesn &apos;t say it &apos;s impossible .",Và tôi có một tin khá tốt cho các bạn . Tin tốt đó là ngài chủ tịch đương nhiệm mới của Văn phòng thống kê Liên hợp quốc không cho rằng điều này là không thể .
"Yeah , yeah , back to the corner , back to the corner .","Đúng rồi , quay trở lại cái góc , trở lại cái góc ."
"And most importantly , it &apos;s working .","Và quan trọng nhất , nó đang mang lại hiệu quả ."
My particular favorite was a blonde woman from the Deep South who eventually admitted to me that she was really a necrophiliac and had taken this job after she got in trouble down at the morgue .,"Người mà tôi đặc biệt yêu thích , một phụ nữ tóc vàng đến từ miền Nam , đã lần hồi thú nhận với tôi chị là người có chứng loạn dâm với xác chết và đã đến nhận việc này sau khi gặp rắc rối tại nhà xác ."
I don &apos;t think it does . I think it &apos;s already part of a Euro-Turkish superpower .,Tôi không nghĩ là cần thiết . Tôi nghĩ nước ngày đã là một bộ phận của một siêu cường quốc Euro-Thổ Nhĩ Kỳ .
So I add some food source to the system .,Và tôi cho thêm một chút thức ăn vào hệ thống này .
